url,title,content_type,topic,source_material,legacy_source,video_source,risk_level,review_priority,medical_claims_present,reviewer,status
/laser-hair-removal-bhubaneswar,Body Hair Removal,ARTICLE,Laser Hair Reduction,../output/markdown/clinic__body-hair-removal.md,https://www.radianceclinics.com/post/body-hair-removal/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/acne/acne,What to Expect when Visiting a Dermatologist for an Acne Treatment,DOCTOR_ANSWER_CANDIDATE,Acne,../output/markdown/clinic__best-dermatologist-for-acne-an-treatment.md,https://www.radianceclinics.com/post/best-dermatologist-for-acne-an-treatment/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/acne/acne,The ideal clinic to have acne treatment in Bhubaneswar is Radiance Skin and Hair Clinics,TREATMENT,Acne,../output/markdown/clinic__the-ideal-clinic-to-have-acne-treatment-in-bhubaneswar-is-radiance-skin-and-hair-clinics.md,https://www.radianceclinics.com/post/the-ideal-clinic-to-have-acne-treatment-in-bhubaneswar-is-radiance-skin-and-hair-clinics/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Is it safe to have a hair transplant in Bhubaneswar at Radiance Skin and Hair Clinic,LOCATION,Hair Transplant,../output/markdown/clinic__is-it-safe-to-have-a-hair-transplant-in-bhubaneswar-at-radiance-skin-and-hair-clinic.md,https://www.radianceclinics.com/post/is-it-safe-to-have-a-hair-transplant-in-bhubaneswar-at-radiance-skin-and-hair-clinic/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/treatments/aesthetic-dermatology/injectable-aesthetics,A Complete Guide to Know About Botox Treatment in Bhubaneswar,TREATMENT,Ageing & Aesthetics,../output/markdown/clinic__a-complete-guide-to-know-about-botox-treatment.md,https://www.radianceclinics.com/post/a-complete-guide-to-know-about-botox-treatment/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/laser-hair-removal-bhubaneswar,How Effective is Having Laser Hair Removal in Bhubaneswar,DOCTOR_ANSWER_CANDIDATE,Laser Hair Reduction,../output/markdown/clinic__how-effective-is-having-laser-hair-removal-in-bhubaneswar.md,https://www.radianceclinics.com/post/how-effective-is-having-laser-hair-removal-in-bhubaneswar/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge/radiance-skin-clinics-your-solution-for-skin-issues,Radiance Skin Clinics: Your Solution for Skin Issues,ARTICLE,Skin Health,../output/markdown/skin__radiance-skin-clinics-your-solution-for-skin-issues.md,https://www.radianceclinics.com/post/radiance-skin-clinics-your-solution-for-skin-issues/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge/do-not-get-frustrated-having-skin-issues,Do not get frustrated having skin issues – Radiance Skin and Hair Clinics has the solution,DOCTOR_ANSWER_CANDIDATE,Skin Health,../output/markdown/skin__do-not-get-frustrated-having-skin-issues.md,https://www.radianceclinics.com/post/do-not-get-frustrated-having-skin-issues/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/hair-loss-scalp/hair-loss,Why a hair wig is an ideal solution for hair loss,DOCTOR_ANSWER_CANDIDATE,Hair Loss & Scalp,../output/markdown/clinic__why-a-hair-wig-is-an-ideal-solution-for-hair-loss.md,https://www.radianceclinics.com/post/why-a-hair-wig-is-an-ideal-solution-for-hair-loss/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/acne/acne,Reasons to have Professional Treatment for Acne,TREATMENT,Acne,../output/markdown/skin__reasons-to-have-professional-treatment-for-acne.md,https://www.radianceclinics.com/post/reasons-to-have-professional-treatment-for-acne/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge/skincare-mythbusters-debunking-common-misconceptions-about-skin-health,Skincare Mythbusters: Debunking Common Misconceptions about Skin Health,ARTICLE,Skin Health,../output/markdown/clinic__skincare-mythbusters-debunking-common-misconceptions-about-skin-health.md,https://www.radianceclinics.com/post/skincare-mythbusters-debunking-common-misconceptions-about-skin-health/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/pigmentation-treatment-bhubaneswar,Understanding Male-Specific Skin Concerns: Expert Insights and Solutions,CONCERN,Pigmentation,../output/markdown/clinic__understanding-male-specific-skin-concerns-expert-insights-and-solutions.md,https://www.radianceclinics.com/post/understanding-male-specific-skin-concerns-expert-insights-and-solutions/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Radiance Skin and Hair Clinics: Your Ideal Destination for Hair Transplants,TREATMENT,Hair Transplant,../output/markdown/hair__radiance-skin-and-hair-clinics-your-ideal-destination-for-hair-transplants.md,https://www.radianceclinics.com/post/radiance-skin-and-hair-clinics-your-ideal-destination-for-hair-transplants/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/laser-hair-removal-bhubaneswar,The Ultimate Guide to Body Hair Removal in Odisha's Aesthetic Hub,ARTICLE,Laser Hair Reduction,../output/markdown/clinic__the-ultimate-guide-to-body-hair-removal-in-odishas-aesthetic-hub.md,https://www.radianceclinics.com/post/the-ultimate-guide-to-body-hair-removal-in-odishas-aesthetic-hub/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/acne-scar-treatment-bhubaneswar,Discovering the Best Solutions for Acne Scar Treatment,TREATMENT,Acne Scars,../output/markdown/skin__discovering-the-best-solutions-for-acne-scar-treatment.md,https://www.radianceclinics.com/post/discovering-the-best-solutions-for-acne-scar-treatment/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,What is the best hair transplant for density?,DOCTOR_ANSWER_CANDIDATE,Hair Transplant,../output/markdown/hair__what-is-the-best-hair-transplant-for-density.md,https://www.radianceclinics.com/post/what-is-the-best-hair-transplant-for-density/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Who is the Ideal Candidate for a Hair Transplant?,DOCTOR_ANSWER_CANDIDATE,Hair Transplant,../output/markdown/clinic__who-is-the-ideal-candidate-for-a-hair-transplant.md,https://www.radianceclinics.com/post/who-is-the-ideal-candidate-for-a-hair-transplant/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/laser-hair-removal-bhubaneswar,Laser vs. Waxing: Which Hair Removal Method is Right for You?,TREATMENT,Laser Hair Reduction,../output/markdown/clinic__laser-vs-waxing-which-hair-removal-method-is-right-for-you.md,https://www.radianceclinics.com/post/laser-vs-waxing-which-hair-removal-method-is-right-for-you/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/hair-loss-scalp/hair-loss,What Causes Hair Loss and How It Can Be Treated,DOCTOR_ANSWER_CANDIDATE,Hair Loss & Scalp,../output/markdown/hair__what-causes-hair-loss-and-how-it-can-be-treated.md,https://www.radianceclinics.com/post/what-causes-hair-loss-and-how-it-can-be-treated/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,How Effective Are Weight Loss Clinics for Belly Fat Reduction?,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__how-effective-are-weight-loss-clinics-for-belly-fat-reduction.md,https://www.radianceclinics.com/post/how-effective-are-weight-loss-clinics-for-belly-fat-reduction/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/treatments/hair-restoration/prp-gfc-scalp-therapy,How Many PRP Sessions Are Needed for Visible Hair Growth,DOCTOR_ANSWER_CANDIDATE,Hair Loss & Scalp,../output/markdown/clinic__how-many-prp-sessions-are-needed-for-visible-hair-growth.md,https://www.radianceclinics.com/post/how-many-prp-sessions-are-needed-for-visible-hair-growth/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge/when-is-the-perfect-time-to-restore-your-hair,When Is the Perfect Time to Restore Your Hair?,DOCTOR_ANSWER_CANDIDATE,Other,../output/markdown/hair__when-is-the-perfect-time-to-restore-your-hair.md,https://www.radianceclinics.com/post/when-is-the-perfect-time-to-restore-your-hair/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,What are the Most Common Myths About Surgical Hair Restoration?,CLINIC_INFO,Clinic & Doctor,../output/markdown/hair__what-are-the-most-common-myths-about-surgical-hair-restoration.md,https://www.radianceclinics.com/post/what-are-the-most-common-myths-about-surgical-hair-restoration/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,How to Know If You’re a Good Candidate for FUE or FUT?,DOCTOR_ANSWER_CANDIDATE,Hair Transplant,../output/markdown/clinic__how-to-know-if-youre-a-good-candidate-for-fue-or-fut.md,https://www.radianceclinics.com/post/how-to-know-if-youre-a-good-candidate-for-fue-or-fut/,,LOW,P0,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/concerns/hair-loss-scalp/hair-loss,How Does Hair Loss Affect an Individual’s Confidence Level,DOCTOR_ANSWER_CANDIDATE,Hair Loss & Scalp,../output/markdown/clinic__how-does-hair-loss-affect-an-individuals-confidence-level.md,https://www.radianceclinics.com/post/how-does-hair-loss-affect-an-individuals-confidence-level/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Why Do Some People Regret Getting a Hair Transplant Too Early,DOCTOR_ANSWER_CANDIDATE,Hair Transplant,../output/markdown/hair__why-do-some-people-regret-getting-a-hair-transplant-too-early.md,https://www.radianceclinics.com/post/why-do-some-people-regret-getting-a-hair-transplant-too-early/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Hair transplant in Rourkela,LOCATION,Hair Transplant,../output/markdown/clinic__hair-transplant-in-rourkela.md,https://www.radianceclinics.com/hair-transplant-in-rourkela/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Hair transplant in Sambalpur,LOCATION,Hair Transplant,../output/markdown/clinic__hair-transplant-in-sambalpur.md,https://www.radianceclinics.com/hair-transplant-in-sambalpur/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Hair Transplant in Angul,LOCATION,Hair Transplant,../output/markdown/clinic__hair-transplant-in-angul.md,https://www.radianceclinics.com/hair-transplant-in-angul/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/hair-transplant-bhubaneswar,Hair Transplant in Koraput,LOCATION,Hair Transplant,../output/markdown/clinic__hair-transplant-in-koraput.md,https://www.radianceclinics.com/hair-transplant-in-koraput/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/pigmentation-treatment-bhubaneswar,Sunspots Treatment Bhubaneswar,TREATMENT,Pigmentation,../output/markdown/clinic__tan-removal.md,https://www.radianceclinics.com/tan-removal/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge,Split Ear Repair,CONCERN,Scars & Stretch Marks,../output/markdown/clinic__split-ear-repair.md,https://www.radianceclinics.com/split-ear-repair/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Body Reshaping Treatment,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__body-reshaping-treatment.md,https://www.radianceclinics.com/body-reshaping-treatment/,,MEDIUM,P1,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/knowledge,Split Ear Repair,CONCERN,Scars & Stretch Marks,../output/markdown/clinic__split-ear-repair-2.md,https://www.radianceclinics.com/split-ear-repair-2/,,MEDIUM,P0,yes,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
/about,Sunspots Treatment Bhubaneswa,CLINIC_INFO,Clinic & Doctor,../output/markdown/clinic__sunspot-removal.md,https://www.radianceclinics.com/sunspot-removal/,,LOW,P1,possible,Dr. Satyarth Prakash,REVIEW_CONFIRMED_EDITORIAL_MIGRATION_PENDING
