legacy_url,legacy_title,legacy_type,historical_publish_date,suggested_destination,action,equivalence_confidence,medical_review_required,auto_publish,notes
https://www.radianceclinics.com/hair-transplant-in-sambalpur/,Hair transplant in Sambalpur,page,2022-08-20 07:22:58,/concerns/hair-transplant,merge-candidate,low,true,false,best-superlative;medical-review;obsolete-technology-claim
https://www.radianceclinics.com/hair-transplant-in-berhampur/,Hair Transplant in Berhampur,page,2022-08-20 08:01:40,/concerns/hair-transplant,merge-candidate,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/hair-transplant-in-baripada/,Hair Transplant in Baripada,page,2022-08-20 09:27:48,/concerns/hair-transplant,merge-candidate,low,true,false,permanence-claim;best-superlative;medical-review
https://www.radianceclinics.com/recent-result/,Recent Result,page,2022-08-24 14:22:51,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/virtual-tour/,Virtual Tour,page,2022-10-20 06:29:01,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/botox-treatment/,Botox,page,2022-10-29 11:51:43,/treatments/aesthetic-dermatology/injectable-aesthetics,rewrite-review-and-redirect,high,true,false,medical-review
https://www.radianceclinics.com/thank-you/,Thank You,page,2023-01-09 14:01:56,/knowledge,editorial-triage,low,editorial-review,false,
https://www.radianceclinics.com/hair-transplant-in-vizag/,Hair Transplant in Vizag,page,2023-02-10 14:20:00,/concerns/hair-transplant,merge-candidate,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/hair-transplant-in-kolkata/,Hair Transplant in Kolkata,page,2023-02-10 14:38:37,/concerns/hair-transplant,merge-candidate,low,true,false,guaranteed-claim;best-superlative;medical-review
https://www.radianceclinics.com/hair-transplant-in-raipur/,Hair Transplant in Raipur,page,2023-02-10 14:47:34,/concerns/hair-transplant,merge-candidate,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/hair-transplant-in-angul/,Hair Transplant in Angul,page,2023-02-10 14:53:42,/concerns/hair-transplant,merge-candidate,low,true,false,permanence-claim;best-superlative;medical-review
https://www.radianceclinics.com/hair-transplant-in-cuttack/,Hair Transplant in Cuttack,page,2023-02-10 14:58:26,/concerns/hair-transplant,merge-candidate,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/hair-transplant-in-balasore/,Hair Transplant in Balasore,page,2023-02-10 15:06:28,/concerns/hair-transplant,merge-candidate,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/hair-transplant-in-jajpur/,Hair Transplant in Jajpur,page,2023-02-10 15:10:26,/concerns/hair-transplant,merge-candidate,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/hair-transplant-in-koraput/,Hair Transplant in Koraput,page,2023-02-10 15:14:54,/concerns/hair-transplant,merge-candidate,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/tan-removal/,Sunspots Treatment Bhubaneswar,page,2023-02-13 13:00:55,/pigmentation-treatment-bhubaneswar,rewrite-review-and-redirect,high,true,false,best-superlative;medical-review
https://www.radianceclinics.com/skin-pigmentation/,Pigmentation Treatment Bhubaneswar,page,2023-02-15 14:12:07,/pigmentation-treatment-bhubaneswar,rewrite-review-and-redirect,high,true,false,best-superlative;medical-review
https://www.radianceclinics.com/ear-piercing/,Ear Piercing,page,2023-02-15 14:37:48,/knowledge,editorial-triage,low,true,false,guaranteed-claim;best-superlative;medical-review
https://www.radianceclinics.com/body-piercing/,Body Piercing,page,2023-02-15 15:21:44,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/dandruff-treatment/,Dandruff Treatment,page,2023-02-23 06:15:48,/concerns/hair-loss-scalp/dandruff,rewrite-review-and-redirect,high,true,false,best-superlative;medical-review
https://www.radianceclinics.com/split-ear-repair/,Split Ear Repair,page,2023-02-18 06:42:15,/knowledge,editorial-triage,low,true,false,permanence-claim;best-superlative;medical-review
https://www.radianceclinics.com/treatment/,Treatment,page,2023-02-18 06:45:09,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/laser-lipolysis-treatment/,Laser Lipolysis Treatment,page,2023-02-23 06:35:10,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/premature-hair-grey-treatment/,Premature Hair Grey Treatment,page,2023-02-23 06:53:24,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/alopecia-treatment/,Alopecia Treatment,page,2023-02-23 07:07:11,/concerns/hair-loss-scalp/alopecia-areata,rewrite-review-and-redirect,high,true,false,best-superlative;medical-review
https://www.radianceclinics.com/hair-regrowth-treatment/,Hair Regrowth Treatment,page,2023-02-23 07:12:20,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/inch-loss-treatment/,Inch Loss Treatment,page,2023-02-23 07:17:54,/knowledge,editorial-triage,low,true,false,permanence-claim;best-superlative;medical-review
https://www.radianceclinics.com/body-reshaping-treatment/,Body Reshaping Treatment,page,2023-02-23 07:26:45,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/split-ear-repair-2/,Split Ear Repair,page,2023-02-23 07:35:28,/knowledge,editorial-triage,low,true,false,permanence-claim;best-superlative;medical-review
https://www.radianceclinics.com/female-hair-transplant/,Female Hair Transplant,page,2023-08-03 12:48:18,/concerns/hair-transplant/female-hair-transplant,rewrite-review-and-redirect,high,true,false,best-superlative;medical-review
https://www.radianceclinics.com/laser-hair-removal-radiance/,Laser Hair Removal,page,2023-08-09 09:45:10,/laser-hair-removal-bhubaneswar,rewrite-review-and-redirect,high,true,false,best-superlative;medical-review
https://www.radianceclinics.com/acne-scars/,Acne Scars,page,2023-08-10 14:47:46,/acne-scar-treatment-bhubaneswar,rewrite-review-and-redirect,high,true,false,best-superlative;medical-review
https://www.radianceclinics.com/invisible-facelift-at-bhubaneswar/,Invisible Facelift,page,2023-08-10 15:39:09,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/anti-wrinkle-radiance/,Anti Wrinkle,page,2023-08-11 15:15:37,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/mole-wart-removal/,Mole & Wart Removal,page,2023-08-11 15:29:57,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/weight-loss-radiance/,Weight Loss Management,page,2023-08-11 16:02:14,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/sunspot-removal/,Sunspots Treatment Bhubaneswa,page,2023-08-13 08:12:43,/concerns/pigmentation/sunspots,rewrite-review-and-redirect,high,true,false,best-superlative;medical-review
https://www.radianceclinics.com/microdermabrasion-radiance/,Microdermabrasion,page,2023-08-13 08:26:26,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/laser-photo-rejuvenation-radiance/,Laser Photo Rejuvenation,page,2023-08-13 08:35:04,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/laser-re-surfacing/,Laser Re-Surfacing,page,2023-08-13 08:52:57,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/body-shaping-bhuabaneswar/,Body Shaping,page,2023-08-13 09:20:59,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/skin-brightening-solutions-radiance/,Skin Brightening Solutions,page,2023-08-13 09:33:23,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review;obsolete-technology-claim
https://www.radianceclinics.com/fillers/,Fillers,page,2023-08-13 10:08:05,/treatments/aesthetic-dermatology/injectable-aesthetics,rewrite-review-and-redirect,high,true,false,best-superlative;medical-review
https://www.radianceclinics.com/tattoo-removal-radiance/,Tattoo Removal,page,2023-08-13 10:19:31,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/chemical-peel/,Chemical Peel,page,2023-08-13 10:29:35,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/vitiligo-3/,Vitiligo Treatment,page,2023-08-13 10:47:34,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/hair-loss-causes/,Causes Of Hair-Loss,page,2023-08-13 14:07:28,/concerns/hair-loss-scalp/hair-loss,rewrite-review-and-redirect,high,true,false,medical-review
https://www.radianceclinics.com/hair-loss-treatments/,Hair Loss Treatments,page,2023-08-13 14:33:03,/hair-transplant-bhubaneswar,rewrite-review-and-redirect,high,true,false,medical-review
https://www.radianceclinics.com/hair-transplantation/,Hair Transplant,page,2023-08-15 11:16:56,/hair-transplant-bhubaneswar,rewrite-review-and-redirect,high,true,false,best-superlative;medical-review
https://www.radianceclinics.com/scalp-micropigmentation/,Scalp Micropigmentation Bhubaneswar,page,2023-08-15 11:22:15,/concerns/hair-loss-scalp,merge-candidate,low,true,false,permanence-claim;medical-review
https://www.radianceclinics.com/bio-hair-transplant/,Bio Hair Transplant,page,2023-08-15 11:40:43,/concerns/hair-transplant,merge-candidate,low,true,false,best-superlative;medical-review;obsolete-technology-claim
https://www.radianceclinics.com/high-density-hair-transplant/,High Density Hair Transplant,page,2023-08-15 11:56:26,/concerns/hair-transplant,merge-candidate,low,true,false,medical-review
https://www.radianceclinics.com/beard-mustache-transplant/,Beard & Mustache Transplant,page,2023-08-18 02:48:00,/concerns/hair-transplant/beard-transplant,rewrite-review-and-redirect,high,true,false,best-superlative;medical-review
https://www.radianceclinics.com/bio-therapy-treatment/,Bio Therapy,page,2023-08-18 03:04:57,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/body-hair-transplant/,Body Hair Transplant,page,2023-08-18 03:37:35,/concerns/hair-transplant,merge-candidate,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/hair-patch/,Hair Patch and Hair Wig,page,2023-08-19 05:42:22,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/hair-wig/,Hair Wig,page,2023-08-19 06:10:47,/knowledge,editorial-triage,low,true,false,guaranteed-claim;permanence-claim;best-superlative;medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/,Bridal Dermatology,page,2023-09-10 16:47:39,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/pigmentation/,Pigmentation,page,2023-09-14 10:32:23,/concerns/pigmentation/pigmentation,rewrite-review-and-redirect,high,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/,Anti Ageing Therapies,page,2023-09-14 11:33:48,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/hairfall/,Hairfall,page,2023-09-14 11:49:00,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/unwanted-hair/,Unwanted Hair,page,2023-09-14 13:33:35,/concerns/laser-hair-reduction,merge-candidate,low,true,false,medical-review
https://www.radianceclinics.com/treatment/stretch-marks/,Stretch Marks,page,2023-09-14 14:59:15,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/acne-scars/,Acne Scars,page,2023-09-14 15:29:06,/concerns/acne-scars/acne-scars,rewrite-review-and-redirect,high,true,false,medical-review
https://www.radianceclinics.com/treatment/acne-treatment/,Acne Treatment,page,2023-09-14 15:29:38,/concerns/acne/acne,rewrite-review-and-redirect,high,true,false,medical-review
https://www.radianceclinics.com/treatment/premium-services/,Premium Services,page,2023-09-14 15:30:51,/knowledge,editorial-triage,low,true,false,medical-review;obsolete-technology-claim
https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/,Non Surgical Facial Enhancements,page,2023-09-14 15:31:54,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/beardshaping/,Beard Shaping,page,2023-09-18 09:41:30,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/lasertoning/,Laser Toning,page,2023-09-18 12:01:49,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/lip-pigmentation-2/,Lip Pigmentation,page,2023-09-18 12:09:23,/concerns/pigmentation,merge-candidate,low,true,false,permanence-claim;medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/permanentmakeup/,Permanent Makeup,page,2023-09-18 14:08:55,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/laser-hair-reduction/,Laser Hair Reduction,page,2023-09-18 14:15:28,/concerns/laser-hair-reduction,merge-candidate,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/photofacial/,Photo Facial,page,2023-09-18 14:44:35,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/ultherapy/,Ultherapy,page,2023-09-18 14:50:27,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/carbonpeel/,Carbon Peel,page,2023-09-18 15:16:47,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/acnecheck-treatment/,Acne Check Treatment,page,2023-09-19 12:53:29,/concerns/acne,merge-candidate,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/mnrf-acne-scars/,MNRF For Acne Scars,page,2023-09-19 13:25:35,/concerns/acne-scars,merge-candidate,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/mnrf-stretch-marks/,MNRF For Stretch Marks,page,2023-09-19 13:50:47,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/derma-roller/,Dermaroller,page,2023-09-19 13:58:56,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/vampirefacial/,Vampire Facial,page,2023-09-19 14:03:30,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/under-eye-rejuvenation/,Under Eye Rejuvenation,page,2023-09-19 14:08:00,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/dermal-fillers/,Dermal Fillers,page,2023-09-19 14:09:08,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/hgp-for-hair/,HGP For Hair,page,2023-09-19 14:15:39,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/mesotherapy/,Mesotherapy,page,2023-09-19 14:23:04,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/mesofacials/,Mesofacials,page,2023-09-19 14:31:01,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/pigmentation/power-glow/,Power Glow,page,2023-09-19 14:52:48,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/pigmentation/cosmelan-peel/,Cosmelan Peel,page,2023-09-20 10:01:43,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/pigmentation/chemical-peel/,Chemical  Peel,page,2023-09-20 10:05:26,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/pigmentation/mesotherapy/,Mesotherapy,page,2023-09-20 10:09:06,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/pigmentation/insta-glow/,Insta Glow,page,2023-09-20 10:11:45,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/pigmentation/laser-toning/,Laser Toning,page,2023-09-20 10:14:52,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/age-reverse/,Age Reverse,page,2023-09-22 12:51:10,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/age-erase/,Age Erase,page,2023-09-22 13:31:11,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/pixel/,Pixel,page,2023-09-22 13:35:46,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/anti-ageing-laser/,Anti-Ageing Laser,page,2023-09-22 13:38:13,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/collagen-induction-therapy/,Collagen Induction Therapy,page,2023-09-22 13:40:50,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/prp-facelift/,PRP Facelift,page,2023-09-22 13:44:45,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/hyaluronic-acid-therapy/,Hyaluronic Acid Therapy,page,2023-09-22 13:50:18,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/filler/,Filler,page,2023-09-22 13:55:10,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/thread-lift/,Thread Lift,page,2023-09-22 13:58:21,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/ipl-therapy-photofacial/,IPL Therapy / Photofacial,page,2023-09-22 14:00:36,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/anti-ageing-therapies/high-intensity-focused-ultrasound/,High-Intensity Focused Ultrasound,page,2023-09-22 14:05:22,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/unwanted-hair/beard-shaping/,Beard Shaping,page,2023-09-22 14:09:54,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/unwanted-hair/soprano-ice/,Soprano ICE,page,2023-09-22 14:15:21,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/unwanted-hair/diode-laser/,Diode Laser,page,2023-09-22 14:16:14,/knowledge,editorial-triage,low,true,false,guaranteed-claim;permanence-claim;medical-review
https://www.radianceclinics.com/treatment/unwanted-hair/aft-laser/,AFT Laser,page,2023-09-22 14:16:56,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/stretch-marks/pixigenus-stretch-marks/,Pixigenus Stretch Marks,page,2023-09-22 14:24:42,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/stretch-marks/tixel/,Tixel,page,2023-09-22 14:30:30,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/stretch-marks/dermaroller/,Dermaroller,page,2023-09-22 14:34:08,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/stretch-marks/erbium-fibre-laser/,Erbium Fibre Laser,page,2023-09-22 14:36:41,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/stretch-marks/prp/,PRP,page,2023-09-22 14:38:47,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/premium-services/aqua-skin-whitening-shots/,Aqua Skin Whitening Shots,page,2023-09-23 09:48:51,/knowledge,editorial-triage,low,true,false,medical-review;obsolete-technology-claim
https://www.radianceclinics.com/treatment/premium-services/gluta-c-shots/,Gluta C Shots,page,2023-09-23 09:52:24,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/premium-services/hydra-facial/,Hydra Facial,page,2023-09-23 09:55:10,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/premium-services/radiance-3d/,Radiance 3D,page,2023-09-23 10:00:13,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/premium-services/iv-infusions/,IV Infusions,page,2023-09-23 10:04:07,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/premium-services/peels/,Peels,page,2023-09-23 10:09:48,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/premium-services/laser-facial/,Laser Facial,page,2023-09-23 10:13:23,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/premium-services/lip-pigmentation/,Lip Pigmentation,page,2023-09-23 10:18:02,/concerns/pigmentation,merge-candidate,low,true,false,medical-review
https://www.radianceclinics.com/treatment/premium-services/permanent-makeup/,Permanent Makeup,page,2023-09-23 10:23:01,/knowledge,editorial-triage,low,true,false,permanence-claim;medical-review
https://www.radianceclinics.com/treatment/premium-services/4d-photofacial/,4D Photofacial,page,2023-09-23 10:25:01,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/premium-services/insta-glam/,Insta-Glam,page,2023-09-23 10:25:43,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/treatment/premium-services/hydra-revive/,Hydra Revive,page,2023-09-23 10:28:54,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/premium-services/photofacials/,Photofacials,page,2023-09-23 10:32:09,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/lip-enhancement/,Lip Enhancement,page,2023-09-23 10:36:55,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/nose-enhancement/,Nose Enhancement,page,2023-09-23 10:42:01,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/cheek-enhancement/,Cheek Enhancement,page,2023-09-23 10:45:30,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/hairfall/advanced-stemcellow/,Advanced Stemcellow,page,2023-09-23 10:51:59,/knowledge,editorial-triage,low,true,false,medical-review;obsolete-technology-claim
https://www.radianceclinics.com/treatment/hairfall/root-restore-therapy/,Root Restore Therapy,page,2023-09-23 10:57:02,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/treatment/hairfall/advanced-hgp/,Advanced HGP,page,2023-09-23 11:00:59,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/hairfall/mesotherapy/,Mesotherapy,page,2023-09-23 11:03:32,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/hairfall/prp/,PRP,page,2023-09-23 11:06:12,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/hairfall/gfc/,GFC,page,2023-09-23 11:08:13,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/treatment/hairfall/hair-transplant/,Hair Transplant,page,2023-09-23 11:10:06,/concerns/hair-transplant,merge-candidate,low,true,false,permanence-claim;medical-review
https://www.radianceclinics.com/treatment/acne-treatment/acne-zap-laser/,Acne Zap Laser,page,2023-09-23 11:16:01,/concerns/acne,merge-candidate,low,true,false,medical-review
https://www.radianceclinics.com/treatment/acne-treatment/acne-erase/,Acne Erase,page,2023-09-23 11:18:49,/concerns/acne,merge-candidate,low,true,false,medical-review
https://www.radianceclinics.com/treatment/acne-treatment/carbon-laser-peel/,Carbon Laser Peel,page,2023-09-23 11:24:05,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/acne-treatment/diamond-polishing/,Diamond Polishing,page,2023-09-23 11:27:22,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/acne-treatment/acne-check-peel/,Acne Check Peel,page,2023-09-23 11:29:56,/concerns/acne,merge-candidate,low,true,false,medical-review
https://www.radianceclinics.com/treatment/acne-scars/pixel/,Pixel,page,2023-09-23 11:32:56,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/acne-scars/dermaroller/,Dermaroller,page,2023-09-23 11:50:34,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/acne-scars/erbium-fiber-laser/,Erbium Fiber Laser,page,2023-09-23 11:52:56,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/acne-scars/fractional-co2-laser/,Fractional Co2 Laser,page,2023-09-23 11:55:29,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/acne-scars/prp-subsicion/,PRP Subsicion,page,2023-09-23 11:57:52,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/treatment/bridal-dermatology/laser-facials/,Laser Facials,page,2023-09-24 07:15:31,/knowledge,editorial-triage,low,true,false,best-superlative;medical-review
https://www.radianceclinics.com/conditions/,Conditions,page,2023-09-25 11:28:55,/knowledge,editorial-triage,low,editorial-review,false,
https://www.radianceclinics.com/conditions/acne/,Acne,page,2023-09-25 11:31:42,/concerns/acne,merge-candidate,low,true,false,medical-review
https://www.radianceclinics.com/conditions/hairfall/hairfall-in-men/,Hairfall In Men,page,2023-09-25 13:23:22,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/conditions/hairfall/,Hairfall,page,2023-09-25 13:23:59,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/conditions/antiageing/,Antiageing,page,2023-09-25 13:31:35,/knowledge,editorial-triage,low,true,false,medical-review
https://www.radianceclinics.com/conditions/hairfall/hairfall-in-women/,Hairfall In Women,page,2023-09-26 01:47:08,/knowledge,editorial-triage,low,true,false,medical-review
